trendTime,three
2023-04-30 19:50:08,2.31
2023-04-30 20:50:09,2.33
2023-04-30 21:50:10,2.33
2023-04-30 22:50:12,2.32
2023-04-30 23:50:15,2.31
2023-05-01 00:50:15,2.33
2023-05-01 01:51:16,2.3
2023-05-01 02:51:16,2.33
2023-05-01 03:51:14,2.31
2023-05-01 04:51:17,2.32
2023-05-01 05:51:16,2.32
2023-05-01 06:51:13,2.31
2023-05-01 07:51:14,2.31
2023-05-01 08:51:12,2.32
2023-05-01 09:51:14,2.33
2023-05-01 10:51:15,2.35
2023-05-01 11:59:16,2.31
2023-05-01 12:59:18,2.32
2023-05-01 13:59:18,2.31
2023-05-01 14:59:18,2.33
2023-05-01 15:59:17,2.37
2023-05-01 16:59:18,2.31
2023-05-01 18:05:34,2.31
2023-05-01 19:05:37,2.31
2023-05-01 20:05:38,2.34
2023-05-01 21:05:36,2.33
2023-05-01 22:05:36,2.32
2023-05-01 23:05:35,2.34
2023-05-02 00:05:36,2.31
2023-05-02 01:05:39,2.34
2023-05-02 02:05:39,2.31
2023-05-02 03:05:39,2.31
2023-05-02 04:05:40,2.34
2023-05-02 05:05:41,2.34
2023-05-02 06:05:44,2.33
2023-05-02 07:05:46,2.33
2023-05-02 08:06:18,2.34
2023-05-02 09:06:21,2.34
2023-05-02 10:06:21,2.32
2023-05-02 11:06:19,2.34
2023-05-02 12:06:38,2.33
2023-05-02 13:06:42,2.32
2023-05-02 14:06:44,2.32
2023-05-02 15:06:50,2.35
2023-05-02 16:06:51,2.34
2023-05-02 17:06:53,2.34
2023-05-02 18:08:25,2.32
2023-05-02 19:08:23,2.34
2023-05-02 20:08:24,2.34
2023-05-02 21:08:21,2.32
2023-05-02 22:08:22,2.33
2023-05-02 23:08:23,2.32
2023-05-03 00:08:26,2.32
2023-05-03 01:08:22,2.33
2023-05-03 02:08:17,2.33
2023-05-03 03:08:18,2.34
2023-05-03 04:08:15,2.33
2023-05-03 05:08:18,2.33
2023-05-03 06:08:18,2.3
2023-05-03 07:08:19,2.32
2023-05-03 08:08:16,2.33
2023-05-03 09:08:15,2.35
2023-05-03 10:08:14,2.34
2023-05-03 11:08:13,2.31
2023-05-03 12:08:12,2.34
2023-05-03 13:08:10,2.33
2023-05-03 14:08:10,2.32
2023-05-03 15:10:46,2.31
2023-05-03 16:10:49,2.32
2023-05-03 17:10:50,2.33
2023-05-03 18:10:47,2.33
2023-05-03 19:10:47,2.32
2023-05-03 20:10:50,2.35
2023-05-03 21:10:52,2.34
2023-05-03 22:10:55,2.34
2023-05-03 23:10:54,2.33
2023-05-04 00:10:52,2.32
2023-05-04 01:10:55,2.32
2023-05-04 02:10:56,2.36
2023-05-04 03:10:53,2.32
2023-05-04 04:10:52,2.34
2023-05-04 05:10:49,2.34
2023-05-04 06:10:49,2.32
2023-05-04 07:10:54,2.31
2023-05-04 08:10:56,2.34
2023-05-04 09:10:53,2.32
2023-05-04 10:10:56,2.34
2023-05-04 11:10:57,2.33
2023-05-04 12:11:00,2.34
2023-05-04 13:11:29,2.32
2023-05-04 14:11:31,2.33
2023-05-04 15:11:32,2.31
